dir,hir,lvr,pbcr,self,single,condo,deny,uria
0.23,0.23,0.543478261,no,no,no,1,no,3.599999905
0.47,0.11,0.901886792,no,yes,no,0,yes,3.200000048
0.42,0.3,0.904411765,yes,no,yes,1,yes,3.900000095
0.39,0.33,0.93877551,no,no,no,1,yes,4.300000191
0.42,0.28,0.902439024,no,no,yes,1,yes,3.200000048
0.39,0.28,0.751515152,no,no,yes,1,yes,3.200000048
0.33,0.2,0.846153846,no,no,yes,1,yes,4.300000191
0.28,0.23,0.695364238,no,yes,yes,1,yes,3.200000048
0.52,0.31,0.735483871,no,no,no,1,yes,2
0.07,0.02,0.772727273,no,no,no,1,yes,3.599999905
0.44,0.27,0.904347826,yes,no,yes,0,yes,3.200000048
0.36,0.27,0.885416667,no,no,no,1,yes,4.300000191
0.42,0.28,0.620689655,no,no,yes,1,yes,3.599999905
0.44,0.28,0.790909091,no,no,yes,1,yes,3.900000095
0.46,0.43,0.8,no,yes,no,0,yes,10.60000038
0.47,0.33,0.954198473,yes,no,no,0,yes,1.799999952
0.38,0.28,0.9,yes,no,no,1,yes,2
0.48,0.34,0.883333333,no,no,no,0,yes,3.900000095
0.28,0.27,0.7,no,no,no,0,yes,3.099999905
0.37,0.34,0.77,no,no,no,1,yes,3.200000048
0.35,0.27,0.93442623,yes,no,yes,0,yes,3.900000095
0.4,0.37,0.942028986,yes,no,no,0,yes,3.900000095
0.36,0.16,0.805369128,no,yes,yes,1,yes,1.799999952
0.34,0.27,0.816901408,no,no,no,0,yes,3.200000048
0.45,0.27,0.909090909,yes,no,no,0,yes,4.300000191
0.4,0.31,0.924855491,no,yes,no,0,yes,3.200000048
0.38,0.27,1.027522936,no,no,no,1,yes,3.200000048
0.18,0.06,0.8,yes,no,no,0,yes,3.200000048
0.38,0.26,0.882629108,yes,no,no,0,yes,3.200000048
0.37,0.27,0.84375,no,no,yes,1,yes,4.300000191
0.16,0.13,1.416,yes,yes,yes,1,yes,3.200000048
0.37,0.31,0.811965812,no,no,yes,0,yes,10.60000038
0.2,0.15,0.612244898,no,no,no,0,yes,1.799999952
0.32,0.24,0.951807229,no,no,yes,0,yes,3.200000048
0.32,0.26,0.796875,no,no,yes,0,no,4.300000191
0.36,0.26,0.928104575,no,no,yes,0,no,3.900000095
0.34,0.27,0.8359375,no,no,no,0,no,3.900000095
0.34,0.21,0.918128655,no,no,yes,0,no,3.200000048
0.36,0.26,0.817610063,no,no,no,0,no,3.900000095
0.19,0.19,0.629757785,no,yes,no,0,no,1.799999952
0.34,0.25,0.8625,no,no,yes,0,no,3.099999905
0.23,0.21,0.710059172,no,no,yes,0,no,1.799999952
0.14,0.14,0.561440678,no,no,no,0,no,3.099999905
0.35,0.21,0.789473684,no,no,no,0,no,2
0.33,0.27,0.898954704,no,no,no,0,yes,3.200000048
0.18,0.17,0.691823899,no,no,yes,0,no,3.200000048
0.26,0.26,0.860927152,no,no,yes,0,no,3.200000048
0.34,0.34,0.890909091,no,no,no,0,yes,3.900000095
0.26,0.24,0.563909774,no,no,yes,1,no,10.60000038
0.26,0.26,0.786259542,no,no,yes,1,no,4.300000191
0.22,0.21,0.615763547,no,no,no,0,no,3.099999905
0.29,0.23,0.588235294,no,no,no,0,no,3.200000048
0.29,0.16,0.681415929,no,no,yes,0,no,3.099999905
0.28,0.21,0.666666667,no,yes,no,0,no,3.200000048
0.25,0.22,0.777777778,no,yes,no,0,no,3.200000048
0.31,0.27,0.783783784,no,no,yes,0,no,3.099999905
0.36,0.27,0.752380952,no,no,yes,0,no,3.200000048
0.24,0.22,0.856589147,no,no,no,0,no,3.200000048
0.34,0.25,0.789189189,no,yes,no,0,no,3.200000048
0.37,0.21,0.770949721,no,no,no,0,no,3.099999905
0.34,0.29,0.843902439,no,no,no,0,yes,3.900000095
0.28,0.28,0.724324324,no,no,no,0,no,3.900000095
0.36,0.25,0.753731343,no,no,no,0,no,3.200000048
0.36,0.22,0.918367347,no,no,no,1,no,3.900000095
0.35,0.23,0.876470588,no,no,no,0,no,3.200000048
0.24,0.12,0.465625,no,no,no,1,no,3.200000048
0.38,0.28,0.64690027,no,yes,no,0,no,3.200000048
0.35,0.26,0.747663551,no,no,no,0,no,3.200000048
0.4,0.26,0.790909091,no,no,no,0,no,5.300000191
0.4,0.27,0.877697842,no,no,no,0,no,2
0.36,0.22,0.795180723,yes,no,no,0,no,10.60000038
0.38,0.33,0.869767442,no,no,no,0,no,3.200000048
0.4,0.28,0.882352941,yes,no,no,0,no,4.300000191
0.44,0.37,0.9,yes,no,no,0,yes,3.200000048
0.41,0.23,0.880794702,no,no,no,1,no,3.200000048
0.37,0.24,0.8,yes,no,no,1,yes,3.900000095
0.33,0.33,0.9,no,no,no,1,yes,2
0.39,0.16,0.798076923,no,yes,no,0,yes,1.799999952
0.32,0.23,0.832369942,no,no,yes,0,no,3.200000048
0.38,0.17,0.868421053,yes,no,no,1,yes,3.099999905
0.21,0.06,0.75,no,yes,yes,0,no,3.200000048
0.44,0.23,0.584070796,no,no,yes,0,yes,4.300000191
0.19,0.12,0.829015544,yes,yes,no,0,yes,4.300000191
0.39,0.19,0.716814159,no,no,no,0,no,10.60000038
0.4,0.34,0.904,no,no,no,1,no,3.099999905
0.44,0.37,0.836734694,no,no,no,0,no,3.099999905
0.34,0.19,0.9,yes,no,yes,0,yes,3.200000048
0.36,0.31,0.777777778,yes,no,yes,0,no,3.099999905
0.27,0.25,0.722543353,no,no,no,0,no,2
0.39,0.26,0.766467066,no,no,no,0,no,3.099999905
0.36,0.34,0.897297297,no,no,no,1,no,3.200000048
0.37,0.26,0.794520548,no,no,yes,1,no,3.900000095
0.36,0.21,0.761006289,no,no,no,1,no,2
0.43,0.09,0.518072289,no,no,no,1,no,3.200000048
0.39,0.23,0.8,no,no,no,1,yes,3.200000048
0.33,0.32,0.9,no,no,no,0,no,10.60000038
0.43,0.27,0.9,no,no,yes,1,no,3.599999905
0.34,0.19,0.8,no,no,no,0,no,3.099999905
0.2,0.11,0.860465116,no,no,yes,1,no,3.200000048
0.28,0.2,0.9,no,no,yes,1,no,3.599999905
0.42,0.26,0.89516129,no,no,yes,0,yes,3.200000048
0.39,0.22,0.9,no,no,yes,0,no,3.200000048
0.74,0.66,0.8,yes,no,yes,1,yes,3.200000048
0.27,0.22,0.564102564,no,no,no,0,no,3.599999905
0.24,0.24,0.9,yes,no,yes,0,no,3.099999905
0.37,0.17,0.657407407,no,no,no,1,no,3.099999905
0.43,0.34,0.751515152,no,no,yes,1,yes,3.200000048
0.34,0.17,0.843537415,no,no,yes,0,no,3.599999905
0.58,0.51,0.898230088,yes,no,yes,0,yes,3.200000048
0.4,0.32,0.793785311,no,no,no,0,no,3.099999905
0.42,0.15,0.895424837,no,no,no,1,no,3.200000048
0.42,0.15,0.895424837,no,no,yes,1,no,3.200000048
0.37,0.32,0.869767442,no,yes,no,0,yes,4.300000191
0.39,0.34,0.863945578,no,no,no,0,no,3.200000048
0.39,0.26,0.886075949,no,no,yes,1,no,3.200000048
0.28,0.08,0.890756303,yes,no,yes,1,no,3.599999905
0.34,0.27,0.68,no,no,yes,1,no,10.60000038
0.25,0.22,1.05,no,no,no,1,yes,3.599999905
0.35,0.31,0.8,no,yes,no,0,no,3.599999905
0.33,0.14,0.8,no,yes,no,1,no,3.599999905
0.37,0.32,0.837563452,no,yes,no,0,yes,4.300000191
0.26,0.26,0.9,no,no,no,0,yes,3.900000095
0.24,0.29,0.81,no,no,no,0,no,3.900000095
1.42,1.1,1.0375,yes,yes,yes,1,yes,3.200000048
1.42,1.1,1.0375,yes,yes,yes,1,yes,3.200000048
0.39,0.2,0.858974359,no,no,no,0,no,4.300000191
0.42,0.35,0.744360902,no,no,no,0,no,1.799999952
0.41,0.31,0.885135135,yes,no,no,0,yes,10.60000038
0.37,0.26,0.894117647,no,no,no,0,no,4.300000191
0.26,0.19,0.882758621,no,no,yes,0,no,3.900000095
0.37,0.16,0.796296296,no,no,no,1,yes,3.099999905
0.43,0.36,0.8875,no,yes,yes,1,yes,3.900000095
0.4,0.39,0.794117647,yes,no,yes,1,yes,3.599999905
0.47,0.32,0.746478873,no,no,yes,0,no,4.300000191
0.36,0.2,0.692307692,no,no,no,0,no,4.300000191
0.34,0.27,0.785714286,no,yes,yes,0,no,4.300000191
0.29,0.29,0.9,no,no,no,0,no,3.599999905
0.39,0.33,0.899224806,no,no,yes,1,no,3.099999905
0.31,0.31,0.901408451,no,no,no,0,no,3.200000048
0.4,0.32,0.8828125,no,no,no,0,no,3.200000048
0.39,0.18,0.875,no,no,no,0,no,3.900000095
0.41,0.34,0.764705882,no,no,no,0,yes,3.599999905
0.38,0.36,0.712962963,no,no,yes,1,no,3.599999905
0.33,0.16,0.7,no,no,no,0,no,3.200000048
0.39,0.39,0.868965517,no,no,yes,0,yes,3.599999905
0.29,0.1,0.644736842,no,no,no,0,no,3.099999905
0.36,0.14,0.640350877,no,no,no,1,no,3.599999905
0.36,0.24,0.894273128,no,no,no,0,no,3.599999905
0.47,0.36,0.714285714,no,no,no,0,no,3.599999905
0.34,0.29,0.8,no,no,yes,0,no,3.200000048
0.36,0.27,0.72972973,no,no,no,0,no,2
0.34,0.29,0.8,no,no,yes,0,no,3.599999905
0.38,0.37,0.872093023,no,no,yes,0,yes,10.60000038
0.38,0.3,0.785498489,no,no,no,0,no,3.200000048
0.4,0.32,0.851282051,no,no,no,0,no,3.200000048
0.47,0.13,0.8,yes,no,yes,0,yes,3.099999905
0.35,0.31,0.888888889,no,no,no,0,no,3.200000048
0.41,0.24,0.89516129,no,no,no,0,no,3.599999905
0.38,0.24,0.760869565,no,no,yes,0,no,3.200000048
0.38,0.29,0.785234899,no,no,no,0,no,3.200000048
0.29,0.25,0.860869565,no,no,no,0,yes,3.099999905
0.36,0.22,0.705263158,no,no,no,1,no,2
0.39,0.27,0.833333333,no,no,yes,1,no,3.200000048
0.41,0.34,0.885245902,no,no,yes,1,no,3.200000048
0.63,0.59,0.813609467,no,no,yes,0,yes,4.300000191
0.26,0.22,0.894736842,no,no,yes,1,no,2
0.28,0.23,0.877192982,no,no,no,1,no,3.200000048
0.31,0.26,0.897435897,yes,no,yes,1,no,4.300000191
0.23,0.18,0.893617021,no,no,no,1,no,3.900000095
0.42,0.32,0.898203593,no,no,no,0,no,3.099999905
0.29,0.25,0.697247706,no,no,yes,1,yes,4.300000191
0.32,0.27,0.8,no,no,no,0,no,3.200000048
0.35,0.21,0.877192982,no,no,yes,0,no,3.200000048
0.43,0.24,0.765853659,no,no,no,0,no,4.300000191
0.41,0.33,0.902857143,no,no,no,0,no,3.099999905
0.37,0.09,0.703125,no,no,no,0,no,2
0.39,0.3,0.800380228,yes,yes,no,0,no,3.200000048
0.46,0.27,0.84,no,no,yes,0,yes,5.300000191
0.38,0.27,0.870503597,no,no,no,0,no,2
0.33,0.3,0.46875,no,no,no,0,no,3.099999905
0.34,0.24,0.657276995,yes,no,no,0,no,3.200000048
0.27,0.23,0.757575758,no,no,no,0,yes,2
0.36,0.25,0.64516129,no,yes,no,0,no,10.60000038
0.37,0.23,0.754807692,no,no,no,0,no,10.60000038
0.25,0.18,0.718446602,no,no,no,0,no,1.799999952
0.35,0.25,0.704761905,no,no,no,0,no,3.200000048
0.26,0.23,0.514285714,no,no,no,0,no,10.60000038
0.34,0.23,0.941176471,no,no,no,0,no,1.799999952
0.330999985,0.253999996,0.848214286,no,no,no,1,no,3.900000095
0.375,0.292000008,0.916666667,no,no,no,0,no,4.300000191
0.234300003,0.229300003,0.775,no,no,yes,0,no,3.200000048
0.392000008,0.267999992,0.808383234,no,no,yes,0,no,3.200000048
0.348499985,0.287000008,0.494565217,no,no,no,0,no,3.200000048
0.261000004,0.233999996,0.518207283,no,no,no,0,no,3.099999905
0.322000008,0.231000004,0.941860465,no,no,yes,0,yes,3.099999905
0.217000008,0.09,0.753012048,no,no,no,1,no,3.900000095
0.126000004,0.123999996,0.272727273,no,no,no,0,no,4.300000191
0.312999992,0.248999996,0.731225296,no,no,no,0,no,3.099999905
0.324000015,0.267000008,0.887323944,no,no,no,0,no,3.200000048
0.380999985,0.296000004,0.897435897,no,no,no,0,no,3.099999905
0.35,0.243999996,0.8,no,no,no,0,no,3.099999905
0.098999996,0.058000002,0.651567944,no,no,yes,0,no,3.200000048
0.218999996,0.213999996,0.559322034,no,no,yes,1,no,3.900000095
0.385999985,0.28,0.78111588,no,no,no,0,no,3.099999905
0.362000008,0.257000008,0.872222222,no,no,no,0,no,3.099999905
0.297000008,0.250200005,0.697761194,no,no,no,0,no,3.200000048
0.399000015,0.282999992,0.446808511,no,no,no,0,no,2
0.287000008,0.268999996,0.93125,no,no,no,0,no,3.200000048
0.355999985,0.307000008,0.764444444,no,no,no,0,no,4.300000191
0.347000008,0.202000008,0.7,no,no,no,0,no,4.300000191
0.305,0.285,0.9375,no,no,yes,0,no,3.900000095
0.296000004,0.233999996,0.508152174,no,no,no,0,no,3.200000048
0.372999992,0.315,0.765432099,no,no,no,0,no,3.200000048
0.236000004,0.211000004,0.779166667,no,no,yes,0,no,3.200000048
0.334000015,0.296000004,0.895522388,no,no,no,0,no,3.200000048
0.311000004,0.27,0.774603175,no,no,yes,0,no,3.099999905
0.143000002,0.118999996,0.086956522,no,no,no,0,no,10.60000038
0.292999992,0.282000008,0.778877888,no,no,no,0,no,1.799999952
0.192999992,0.163999996,0.558558559,no,no,yes,0,no,3.200000048
0.354799995,0.312000008,0.689655172,no,no,yes,0,no,3.900000095
0.340999985,0.266000004,0.8984375,no,no,no,0,no,10.60000038
0.370999985,0.242999992,0.896551724,no,no,no,0,no,3.099999905
0.34,0.292000008,0.893617021,no,yes,yes,0,no,10.60000038
0.328800011,0.302399998,0.899742895,no,no,yes,1,no,3.200000048
0.352000008,0.237000008,0.8,no,no,no,1,no,10.60000038
0.315100002,0.315100002,0.620689655,no,no,yes,0,no,3.099999905
0.349599991,0.267900009,0.800884956,no,no,no,0,no,1.799999952
0.345,0.237999992,0.903508772,no,no,yes,0,no,3.200000048
0.301000004,0.222999992,0.9,no,no,yes,0,no,3.900000095
0.337000008,0.267999992,0.86013986,no,no,no,0,no,5.300000191
0.311000004,0.305,0.718954248,no,no,yes,0,no,10.60000038
0.377700005,0.264899998,0.798657718,no,no,yes,0,no,10.60000038
0.320999985,0.247000008,0.8,no,no,no,0,no,5.300000191
0.358100014,0.271399994,0.896551724,no,no,no,0,no,2
0.327000008,0.283999996,0.731428571,no,no,no,0,no,4.300000191
0.364000015,0.202999992,0.886138614,no,no,no,1,no,3.099999905
0.314899998,0.219300003,0.802469136,no,no,no,1,no,3.900000095
0.442000008,0.271299992,0.898089172,no,no,yes,1,yes,3.099999905
0.357999992,0.237999992,0.824817518,no,no,yes,0,no,3.200000048
0.324000015,0.265,0.714626033,no,no,no,0,no,2
0.384000015,0.263999996,0.814285714,no,no,yes,0,no,3.200000048
0.387000008,0.213999996,0.689655172,no,no,yes,0,no,3.099999905
0.361399994,0.288299999,0.692840679,yes,no,no,1,no,3.200000048
0.335999985,0.334000015,0.8,no,no,no,0,no,2
0.347200012,0.307199993,0.76,no,no,yes,1,no,3.200000048
0.22,0.090100002,0.692913386,no,yes,yes,1,no,4.300000191
0.317199993,0.301900005,0.5,no,no,no,0,no,10.60000038
0.517999992,0.377000008,0.76744186,no,no,yes,0,yes,3.099999905
0.308799992,0.306499996,0.840560408,no,no,yes,1,no,4.300000191
0.329500008,0.274200001,0.468085106,no,no,no,0,no,3.099999905
0.327999992,0.284500008,0.9,no,yes,no,0,no,3.200000048
0.36,0.322000008,0.648648649,no,no,yes,0,no,3.099999905
0.313999996,0.276000004,0.940789474,no,no,no,0,no,3.200000048
0.387999992,0.273999996,0.709677419,no,no,no,0,no,3.200000048
0.370999985,0.192000008,0.902097902,no,no,yes,1,no,3.200000048
0.345,0.257999992,0.897196262,no,no,no,0,no,3.099999905
0.37,0.33,0.744525547,no,no,yes,0,no,2
0.322900009,0.311000004,0.868965517,no,no,no,0,no,3.200000048
0.367000008,0.151000004,0.780821918,no,no,no,0,yes,3.900000095
0.297999992,0.198999996,0.81147541,no,no,no,0,no,10.60000038
0.365999985,0.261000004,0.777202073,no,no,no,0,no,5.300000191
0.288999996,0.23,0.801909308,no,no,no,0,no,3.099999905
0.370999985,0.22,0.700729927,no,yes,no,0,no,10.60000038
0.32,0.246000004,0.946666667,no,no,no,0,no,2
0.308999996,0.298999996,0.870967742,no,no,no,0,no,4.300000191
0.354000015,0.276000004,0.835106383,no,no,no,0,no,4.300000191
0.389000015,0.271000004,0.942028986,no,no,no,0,no,1.799999952
0.307999992,0.243299999,0.804123711,no,no,yes,1,no,3.900000095
0.355999985,0.263999996,0.572972973,no,no,yes,1,no,2
0.317000008,0.222000008,0.608,no,no,no,0,no,3.200000048
0.282000008,0.212999992,0.5,no,no,no,0,no,4.300000191
0.296000004,0.208999996,0.901694915,no,no,no,0,no,3.099999905
0.367999992,0.266000004,0.897790036,no,no,no,0,no,2
0.36,0.266000004,0.898989899,no,no,no,0,no,3.200000048
0.295,0.291000004,0.752941176,no,no,yes,1,no,3.200000048
0.295599995,0.275400009,0.592592593,no,no,yes,0,no,1.799999952
0.360999985,0.278999996,0.747826087,no,no,no,0,no,1.799999952
0.278999996,0.278999996,0.736111111,no,no,no,0,no,10.60000038
0.292999992,0.287999992,0.8,no,no,no,0,no,3.200000048
0.372599983,0.275699997,0.75,no,no,no,0,no,2
0.2775,0.2775,0.74556213,no,no,no,1,no,3.200000048
0.373100014,0.283799992,0.953191489,yes,no,no,0,no,3.900000095
0.183999996,0.163999996,0.899122807,yes,no,no,1,yes,3.599999905
0.320600014,0.279699993,0.886524823,no,no,no,0,no,3.099999905
0.365,0.28,0.803030303,yes,no,no,1,no,3.200000048
0.37,0.232000008,0.798418972,no,no,no,0,no,3.200000048
0.318999996,0.292999992,0.655870445,no,no,no,0,no,2
0.306499996,0.193099995,0.952380952,no,no,no,0,no,1.799999952
0.335999985,0.186000004,0.790575916,no,no,yes,0,no,3.200000048
0.364000015,0.128000002,0.952380952,no,no,no,0,no,3.900000095
0.302000008,0.158999996,0.9,no,no,no,0,no,3.200000048
0.352700005,0.268400002,0.897959184,no,no,yes,0,no,1.799999952
0.414700012,0.308799992,0.898305085,no,no,no,0,no,3.099999905
0.156000004,0.153000002,0.498084291,no,no,no,0,no,5.300000191
0.278999996,0.275,0.947826087,no,no,no,0,no,3.200000048
0.395999985,0.380999985,0.861111111,no,no,yes,0,no,3.200000048
0.376699982,0.312399998,0.803278689,no,no,no,0,no,3.200000048
0.340999985,0.251000004,0.902439024,no,no,no,0,no,4.300000191
0.155299997,0.133299999,0.594594595,no,no,yes,1,no,3.200000048
0.365999985,0.275,0.899328859,no,no,no,0,no,3.900000095
0.37,0.246000004,0.895679648,no,no,yes,0,no,10.60000038
0.357000008,0.298999996,0.75308642,no,no,yes,0,no,2
0.277999992,0.218999996,0.6,no,no,yes,0,no,3.200000048
0.338300018,0.268999996,0.92,yes,no,no,0,yes,3.900000095
0.298999996,0.267000008,0.489130435,no,no,no,0,no,3.900000095
0.311000004,0.306000004,0.9,no,no,no,0,no,3.099999905
0.385,0.242000008,0.904,no,no,no,1,yes,3.200000048
0.359000015,0.267000008,0.557768924,no,no,yes,0,no,3.900000095
0.325,0.277900009,0.770833333,no,no,no,0,no,3.900000095
0.347000008,0.205,0.90070922,no,no,no,0,no,3.900000095
0.324000015,0.223099995,0.36875,no,no,yes,1,no,4.300000191
0.297000008,0.262999992,0.901408451,no,no,no,0,no,3.200000048
0.175100002,0.171200008,0.753098178,no,no,no,1,no,4.300000191
0.368699989,0.267999992,0.8,no,no,no,0,no,3.200000048
0.323800011,0.287299995,0.8,no,no,no,0,no,1.799999952
0.310599995,0.301499996,0.903448276,no,no,no,0,no,3.200000048
0.355400009,0.275699997,0.950570342,no,no,no,0,no,10.60000038
0.311000004,0.298999996,0.803278689,no,no,no,0,no,3.200000048
0.364000015,0.248999996,0.8,no,no,no,0,no,3.200000048
0.337999992,0.288999996,0.905405405,no,no,yes,0,no,10.60000038
0.336500015,0.253799992,0.898305085,no,no,no,0,no,10.60000038
0.225,0.21,0.857142857,no,no,no,1,no,3.900000095
0.324000015,0.156000004,0.721153846,no,no,no,1,no,3.200000048
0.323699989,0.300200005,0.88,no,no,yes,0,no,3.900000095
0.25,0.18,0.880434783,no,no,yes,0,no,10.60000038
0.36,0.23,0.754545455,no,no,yes,0,yes,4.300000191
0.35,0.23,0.75,no,yes,no,1,yes,3.200000048
0.35,0.27,0.4,no,no,no,0,no,3.900000095
0.35,0.28,0.8,no,no,yes,0,no,1.799999952
0.333889999,0.254820004,0.6,no,no,no,0,no,5.300000191
0.300799999,0.286399994,0.862068966,no,no,no,0,no,3.200000048
0.302999992,0.231299992,0.677966102,no,no,yes,0,yes,10.60000038
0.345800018,0.268400002,0.797546012,no,no,no,0,no,3.200000048
0.397999992,0.312000008,0.703883495,no,no,no,0,yes,3.200000048
0.169300003,0.095299997,0.8,no,no,no,0,yes,3.099999905
0.340800018,0.308799992,0.883076923,no,no,no,0,no,3.099999905
0.363800011,0.289400005,0.899408284,no,no,no,0,no,3.099999905
0.192700005,0.188239994,0.690909091,no,no,no,0,yes,3.200000048
0.177700005,0.1254,0.675,no,yes,no,0,no,4.300000191
0.36,0.25,0.8,no,yes,no,0,no,3.099999905
0.320499992,0.317000008,0.565217391,no,yes,yes,1,no,3.200000048
0.44,0.36,0.803418803,yes,no,no,0,no,3.200000048
0.292099991,0.274899998,0.901960784,no,no,yes,0,no,10.60000038
0.395,0.241399994,0.8,no,no,no,0,no,3.200000048
0.37,0.284200001,0.833333333,no,no,no,0,yes,3.900000095
0.44,0.39,0.898734177,yes,no,no,0,yes,3.900000095
0.37,0.29,0.504,yes,no,yes,1,yes,1.799999952
0.293899994,0.245900002,0.953333333,no,no,yes,1,no,3.200000048
0.444700012,0.360699997,0.865384615,no,no,no,0,no,3.900000095
0.35,0.3,0.797752809,yes,no,yes,1,no,3.099999905
0.359000015,0.172700005,0.8,no,yes,yes,0,no,3.200000048
0.39,0.26,0.793846154,no,no,yes,0,no,3.099999905
0.34,0.33,0.9,yes,yes,no,0,no,5.300000191
0.393600006,0.2575,0.798742138,yes,no,no,0,no,3.200000048
0.31,0.31,0.897590361,yes,no,no,0,no,3.900000095
0.301599998,0.180900002,0.795180723,no,no,yes,1,no,1.799999952
0.427400017,0.352999992,0.797153025,yes,no,no,0,no,1.799999952
0.351399994,0.351399994,0.901754386,yes,no,no,0,no,3.200000048
0.39,0.33,0.8,no,no,no,0,no,8.899999619
0.349300003,0.194799995,1.2,no,no,no,0,yes,3.099999905
0.372299995,0.295799999,0.902040816,no,no,no,0,no,3.099999905
0.335299988,0.245799999,0.876470588,no,no,no,1,no,3.099999905
0.388499985,0.265300007,0.8,no,no,no,0,no,3.099999905
0.420900002,0.301499996,0.771653543,no,no,no,0,no,5.300000191
0.283999996,0.281399994,0.898550725,no,no,no,0,no,3.200000048
0.354000015,0.255699997,0.9,no,no,no,0,no,5.300000191
0.477799988,0.366199989,0.750649351,yes,no,no,0,yes,3.099999905
0.409799995,0.314699993,0.82300885,no,no,no,1,no,3.900000095
0.194400005,0.192600002,0.793442623,no,no,no,0,no,3.200000048
0.464500008,0.347000008,0.731182796,no,no,no,0,no,3.599999905
0.341699982,0.253299999,0.753333333,no,no,yes,0,no,2
0.317700005,0.297099991,0.902777778,no,no,yes,0,no,3.099999905
0.308299999,0.188500004,0.8,no,yes,yes,0,no,10.60000038
0.353699989,0.2825,0.89375,no,no,yes,1,no,3.200000048
0.393800011,0.393800011,0.738461538,no,no,yes,1,no,3.200000048
0.392200012,0.231100006,0.800865801,no,no,no,1,no,3.599999905
0.200499992,0.146000004,0.826771654,no,yes,no,0,no,3.599999905
0.479399986,0.468499985,0.666666667,no,no,yes,1,no,4.300000191
0.311499996,0.223099995,0.797385621,no,no,yes,0,no,1.799999952
0.113500004,0.097799997,0.798941799,no,yes,no,0,no,3.599999905
0.318899994,0.184099998,0.9,yes,no,no,0,yes,3.200000048
0.351699982,0.256100006,0.897810219,no,no,no,0,no,10.60000038
0.244200001,0.195100002,0.802631579,no,no,no,1,no,1.799999952
0.318400002,0.235599995,0.307692308,no,no,no,1,no,3.599999905
0.192199993,0.177700005,0.897058824,no,no,yes,1,no,3.200000048
0.421500015,0.382400017,0.876470588,no,no,no,1,no,4.300000191
0.339300003,0.211800003,0.859872611,no,no,no,0,no,3.599999905
0.1079,0.088199997,0.685714286,no,yes,no,0,no,3.599999905
0.267900009,0.103800001,0.905405405,no,no,yes,1,yes,3.200000048
0.358199997,0.280599995,0.898305085,yes,no,no,0,yes,3.599999905
0.367999992,0.282800007,0.9,no,no,yes,1,no,5.300000191
0.253799992,0.253799992,0.9,no,no,yes,1,no,2
0.295200005,0.271599998,0.802575107,yes,no,no,0,no,3.200000048
0.293099995,0.1254,0.826446281,no,no,no,0,no,3.200000048
0.298799992,0.298799992,0.790123457,no,no,yes,1,no,3.099999905
0.337799988,0.226000004,0.8,no,no,yes,0,no,3.200000048
0.368699989,0.298899994,0.902857143,no,no,no,0,no,3.599999905
0.400900002,0.366699982,0.755395683,no,no,yes,0,no,1.799999952
0.35,0.35,0.868965517,no,no,no,0,no,3.599999905
0.390499992,0.306100006,0.8,no,yes,yes,1,no,3.200000048
0.400200005,0.279799995,0.901960784,no,no,yes,0,no,3.099999905
0.395299988,0.312700005,0.888111888,no,no,no,1,no,3.599999905
0.362999992,0.318199997,0.797297297,no,no,no,1,no,3.599999905
0.367000008,0.327999992,0.897637795,yes,no,no,1,yes,3.599999905
0.335900002,0.331100006,0.902857143,yes,no,yes,1,no,3.599999905
0.242299995,0.231499996,0.902654867,no,no,yes,1,yes,10.60000038
0.247600002,0.204500008,0.899082569,no,no,no,0,no,3.599999905
0.390499992,0.365200005,0.90212766,no,no,no,1,no,1.799999952
0.322200012,0.242199993,0.757575758,no,no,no,0,no,3.099999905
0.321699982,0.315300007,0.903225806,no,no,yes,1,no,3.599999905
0.426599998,0.299200001,0.780487805,no,no,yes,1,no,3.200000048
0.309400005,0.283099995,0.705882353,no,no,yes,1,no,3.200000048
0.337200012,0.289099998,1,no,no,no,1,no,3.099999905
0.26,0.19,0.870588235,no,no,yes,1,no,3.599999905
0.358300018,0.295599995,0.903448276,no,no,no,0,no,3.200000048
0.3525,0.263400002,0.387096774,no,yes,no,0,no,3.599999905
0.283099995,0.151000004,0.72,no,yes,yes,0,no,3.599999905
0.320699997,0.296200008,0.8,no,no,no,0,no,4.300000191
0.431500015,0.343899994,0.864197531,no,no,no,1,yes,2
0.320699997,0.252199993,0.9,no,no,yes,1,yes,5.300000191
0.319599991,0.309899998,0.684848485,no,no,yes,1,no,3.900000095
0.399599991,0.265799999,0.9,yes,no,no,0,yes,3.599999905
0.321100006,0.201800003,0.8984375,no,no,no,0,no,3.599999905
0.384000015,0.233500004,0.753333333,no,no,yes,1,no,3.599999905
0.19,0.08,0.754545455,no,yes,yes,1,yes,1.799999952
0.04,0.03,0.666666667,no,no,yes,0,yes,4.300000191
0.346599998,0.265799999,1.048,no,no,yes,0,yes,3.599999905
0.484000015,0.472000008,1,yes,yes,no,1,yes,3.200000048
0.328699989,0.288899994,0.907692308,no,no,yes,1,no,3.599999905
0.286599998,0.199200001,0.796610169,yes,no,no,0,yes,1.799999952
0.315799999,0.169099998,0.649746193,no,no,no,1,no,1.799999952
0.419099998,0.359900017,0.794520548,no,no,no,0,no,3.200000048
0.377900009,0.228600006,0.898809524,no,no,yes,1,no,2
0.44,0.36,0.748201439,no,no,yes,1,yes,3.599999905
0.322099991,0.322099991,0.902777778,yes,no,yes,1,yes,3.200000048
